"DAY";"OD_PAIR";"PERIOD";"OD_FLOW";"WEEKDAY";"MONTH"
"2017-12-15";"south-west_northwest";"morning peak";"785";"Friday";12
"2017-12-18";"south-west_northwest";"morning peak";"954";"Monday";12
"2017-12-19";"south-west_northwest";"morning peak";"953";"Tuesday";12
"2017-12-20";"south-west_northwest";"morning peak";"885";"Wednesday";12
"2017-12-21";"south-west_northwest";"morning peak";"862";"Thursday";12
"2017-12-22";"south-west_northwest";"morning peak";"817";"Friday";12
"2017-12-25";"south-west_northwest";"morning peak";NA;"Monday";12
"2017-12-26";"south-west_northwest";"morning peak";"750";"Tuesday";12
"2017-12-27";"south-west_northwest";"morning peak";"683";"Wednesday";12
"2017-12-28";"south-west_northwest";"morning peak";"809";"Thursday";12
"2017-12-29";"south-west_northwest";"morning peak";"716";"Friday";12
"2017-01-02";"south-west_northwest";"midday period";"386";"Monday";1
"2017-01-03";"south-west_northwest";"midday period";"414";"Tuesday";1
"2017-01-04";"south-west_northwest";"midday period";"358";"Wednesday";1
"2017-01-05";"south-west_northwest";"midday period";"371";"Thursday";1
"2017-01-06";"south-west_northwest";"midday period";"402";"Friday";1
"2017-01-09";"south-west_northwest";"midday period";"404";"Monday";1
"2017-01-10";"south-west_northwest";"midday period";"427";"Tuesday";1
"2017-01-11";"south-west_northwest";"midday period";"528";"Wednesday";1
"2017-01-12";"south-west_northwest";"midday period";"323";"Thursday";1
"2017-01-13";"south-west_northwest";"midday period";"367";"Friday";1
"2017-01-16";"south-west_northwest";"midday period";"395";"Monday";1
"2017-01-17";"south-west_northwest";"midday period";"325";"Tuesday";1
"2017-01-18";"south-west_northwest";"midday period";"403";"Wednesday";1
"2017-01-19";"south-west_northwest";"midday period";"395";"Thursday";1
"2017-01-20";"south-west_northwest";"midday period";"449";"Friday";1
"2017-01-23";"south-west_northwest";"midday period";"321";"Monday";1
"2017-01-24";"south-west_northwest";"midday period";"385";"Tuesday";1
"2017-01-25";"south-west_northwest";"midday period";"355";"Wednesday";1
"2017-01-26";"south-west_northwest";"midday period";"402";"Thursday";1
"2017-01-27";"south-west_northwest";"midday period";"333";"Friday";1
"2017-01-30";"south-west_northwest";"midday period";"339";"Monday";1
"2017-01-31";"south-west_northwest";"midday period";"378";"Tuesday";1
"2017-02-01";"south-west_northwest";"midday period";"449";"Wednesday";2
"2017-02-02";"south-west_northwest";"midday period";"347";"Thursday";2
"2017-02-03";"south-west_northwest";"midday period";"389";"Friday";2
